FID,OBJECTID,ENTITY,LAYER1,ACTIVE,ROW_ID,COL_ID,ACRES,CELL_INTGR,Diff,Cal
15902,3484,Polyline,1,0,15.000000000000000,95.000000000000000,639.996999999999957,1015095,0.0000000,0.0000000
15903,13316,Polyline,1,1,62.000000000000000,172.000000000000000,639.996999999999957,1062172,0.0169347,0.0507704
15904,1313,Polyline,1,0,4.000000000000000,77.000000000000000,639.996999999999957,1004077,0.0000000,0.0000000
15905,11110,Polyline,1,1,51.000000000000000,154.000000000000000,639.996999999999957,1051154,0.0078327,0.0940586
15906,8775,Polyline,1,1,40.000000000000000,136.000000000000000,639.996999999999957,1040136,-0.0019693,0.2137810
15907,6337,Polyline,1,0,29.000000000000000,118.000000000000000,639.996999999999957,1029118,0.0000000,0.0000000
15908,12229,Polyline,1,0,76.000000000000000,195.000000000000000,639.996999999999957,1076195,0.0000000,0.0000000
15909,4116,Polyline,1,0,18.000000000000000,100.000000000000000,639.996999999999957,1018100,0.0000000,0.0000000
15910,13872,Polyline,1,1,65.000000000000000,177.000000000000000,639.996999999999957,1065177,0.0096126,0.0790762
15911,1864,Polyline,1,0,7.000000000000000,82.000000000000000,639.996999999999957,1007082,0.0000000,0.0000000
15912,11745,Polyline,1,1,54.000000000000000,159.000000000000000,639.996999999999957,1054159,0.0153071,0.0620214
15913,9387,Polyline,1,1,43.000000000000000,141.000000000000000,639.996999999999957,1043141,-0.0029830,0.2101560
15914,7135,Polyline,1,0,32.000000000000000,123.000000000000000,639.996999999999957,1032123,0.0000000,0.0000000
15915,17167,Polyline,1,0,79.000000000000000,200.000000000000000,639.996999999999957,1079200,0.0000000,0.0000000
15916,4626,Polyline,1,0,21.000000000000000,105.000000000000000,639.996999999999957,1021105,0.0000000,0.0000000
15917,14491,Polyline,1,1,68.000000000000000,182.000000000000000,639.996999999999957,1068182,0.0027096,0.1254400
15918,2562,Polyline,1,0,10.000000000000000,87.000000000000000,639.996999999999957,1010087,0.0000000,0.0000000
15919,12365,Polyline,1,1,57.000000000000000,164.000000000000000,639.996999999999957,1057164,0.0204694,0.0469353
15920,10111,Polyline,1,1,46.000000000000000,146.000000000000000,639.996999999999957,1046146,-0.0012892,0.1964750
15921,7550,Polyline,1,1,35.000000000000000,128.000000000000000,639.996999999999957,1035128,-0.0003363,0.1930080
15922,17835,Polyline,1,0,82.000000000000000,205.000000000000000,639.996999999999957,1082205,0.0000000,0.0000000
15923,382,Polyline,1,0,24.000000000000000,110.000000000000000,639.996999999999957,1024110,0.0000000,0.0000000
15924,15376,Polyline,1,0,71.000000000000000,187.000000000000000,639.996999999999957,1071187,0.0000000,0.0000000
15925,3118,Polyline,1,0,13.000000000000000,92.000000000000000,639.996999999999957,1013092,0.0000000,0.0000000
15926,12965,Polyline,1,1,60.000000000000000,169.000000000000000,639.996999999999957,1060169,0.0201136,0.0450043
15927,283,Polyline,1,0,2.000000000000000,74.000000000000000,639.996999999999957,1002074,0.0000000,0.0000000
15928,10840,Polyline,1,1,49.000000000000000,151.000000000000000,639.996999999999957,1049151,0.0034921,0.1263730
15929,8385,Polyline,1,1,38.000000000000000,133.000000000000000,639.996999999999957,1038133,-0.0007741,0.2110740
15930,5861,Polyline,1,0,27.000000000000000,115.000000000000000,639.996999999999957,1027115,0.0000000,0.0000000
15931,15262,Polyline,1,0,74.000000000000000,192.000000000000000,639.996999999999957,1074192,0.0000000,0.0000000
